sample_id	tissue_fraction	cellularity	nuclear_density	mean_he_intensity	til_density	til_score	tme_phenotype	nuclear_pleomorphism	tissue_heterogeneity
TCGA-NJ-A55A	0.2855	0.3636	0.25	0.6999	0.0877	0.2194	Inflamed	0.1612	0.9196
